ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
4.12653E+15,1.25475E+16,1.12159E+16,5.36601E+15,2.61445E+16,4.45241E+15,1.85759E+16,8.64337E+15,4.4602E+16,0
5.97004E+15,2.30449E+16,1.63241E+16,5.29392E+15,3.15186E+16,3.27787E+15,1.3326E+16,3.95542E+15,5.42867E+15,0
,2.29771E+16,1.61623E+16,4.93366E+15,,4.48846E+15,881648689936901,,4.60093E+15,0
8.36915E+15,1.835E+16,129759003341113,6.60085E+15,3.15901E+16,4.93465E+16,1.29871E+15,8.70294E+15,3.62975E+15,0
6.28425E+15,1.90018E+15,1.22067E+16,7.91071E+15,,3.95261E+16,1.32461E+16,5.89277E+15,3.37713E+15,0
1.12678E+15,1.61896E+16,6.04037E+15,7.20541E+15,,3.16536E+15,1.17683E+16,2.55253E+16,4.15335E+15,0
9.29802E+15,1.63039E+15,1.39905E+16,4.2497E+15,,3.99477E+15,1.53659E+16,8.39232E+15,3.68132E+16,0
7.89547E+15,1.54266E+16,7.76962E+15,7.20526E+15,2.58313E+15,4.07732E+16,1.642E+16,630160175779737,4.23695E+15,0
7.94749E+15,2.69809E+16,3.44408E+15,6.95828E+15,3.90104E+15,4.25628E+16,1.37493E+16,566358113166401,3.70085E+16,0
1.00262E+16,2.24266E+16,1.49622E+16,7.42831E+15,3.36973E+16,5.17513E+15,188585188822683,6.53635E+15,4.18228E+15,0
648819323961521,2.25482E+15,3.48644E+15,8.95169E+15,3.85506E+15,3.2451E+16,1.26965E+15,9.71129E+15,4.59207E+15,0
5.86974E+15,2.07725E+16,2.22442E+16,6.59776E+16,3.52564E+15,4.65616E+16,1.48381E+16,778227370729317,4.68932E+15,0
,2.20814E+16,2.14103E+15,6.32488E+15,3.35846E+15,3.82198E+15,9.5003E+15,8.69901E+15,3.65997E+16,0
5.30414E+15,1.60968E+15,2.52995E+15,628604310963364,3.00501E+16,4.9779E+16,1.5013E+16,6.11155E+16,4.16572E+15,0
7.53361E+15,1.86918E+15,1.16427E+16,5.89068E+15,,3.63506E+16,1.07401E+16,4.95743E+15,3.46276E+15,0
407760772456597,2.07838E+16,1.8195E+15,7.92397E+15,,2.88365E+15,1.33067E+16,3.58246E+15,2.75866E+15,0
,1.05859E+16,3.79281E+15,5.60944E+15,,3.58889E+16,1.22071E+16,7.11199E+15,3.87385E+15,0
7.08617E+16,1.89145E+15,4.30449E+15,3.61589E+16,2.59373E+16,4.00904E+15,1.2993E+16,6.39023E+16,34165397533412,0
6.27101E+15,2.13445E+16,2.48461E+16,8.373E+15,,5.43392E+15,179165263662577,8.45789E+15,5.30358E+15,0
795776834399615,2.76734E+16,1.71624E+16,7.84154E+15,397431962226721,51442172196485,1.45298E+16,6.05597E+15,3.45075E+16,0
8.87564E+15,2.28922E+16,284877085978243,5.31873E+15,3.51961E+15,4.74773E+16,1.4684E+16,525788600217086,4.00699E+15,0
,1.92447E+16,1.82576E+16,7.47225E+15,3.13777E+15,4.62402E+16,1.39321E+16,5.31859E+15,4.3583E+15,0
6.61371E+15,1.41129E+15,2.56486E+16,722297155669755,2.95237E+16,374770315796252,1.40383E+16,7.42992E+15,3.53977E+16,0
7.73571E+15,1.37318E+16,1.6724E+15,7.67583E+15,2.8254E+16,5.95329E+15,1.87561E+16,6.30428E+15,2.14861E+16,0
9.92504E+15,2.38713E+16,107046031822988,6.11002E+15,3.51597E+15,4.059E+15,1.35504E+16,5.94627E+15,4.7038E+15,0
9.00258E+15,2.02991E+15,1.95231E+16,7.24475E+15,3.30362E+16,3.66492E+16,1.56894E+16,5.56974E+16,4.90484E+15,0
5.09577E+15,2.73408E+16,2.63073E+15,1.02198E+16,3.80201E+15,5.13878E+15,1.82724E+16,6.14252E+16,4.35219E+15,0
8.59468E+15,2.63765E+15,2.32201E+16,6.39446E+15,3.83963E+15,5.88853E+15,1.358E+16,8.61916E+15,4.75407E+15,0
7.08378E+15,1.1282E+16,8.58025E+15,4.21028E+16,2.34853E+16,4.34748E+15,2.33995E+15,941603073012966,3.88768E+15,0
7.68287E+15,1.80701E+15,1.21057E+16,5.39672E+15,2.96239E+15,4.69836E+15,1.58318E+15,6.18021E+15,3.77861E+15,0
,1.33813E+16,1.82725E+15,5.91187E+15,,4.15212E+15,1.15045E+16,9.29758E+15,3.3132E+15,0
6.41977E+15,2.0876E+16,3.07597E+16,7.76786E+15,,5.236E+15,2.02325E+15,,3.09523E+15,0
4.44324E+15,1.78956E+15,2.50085E+15,4.94881E+15,2.98577E+16,4.29545E+15,1.77297E+16,5.63477E+15,3.26832E+15,0
6.97866E+15,1.83243E+16,2.31144E+16,6.50083E+15,3.23156E+15,4.70079E+15,1.60828E+15,6.59957E+15,4.76694E+15,0
6.62361E+15,203030141349452,1.71673E+16,6.0496E+15,3.11726E+16,4.10243E+16,159145000730461,6.50212E+15,2.91517E+16,0
3.66471E+15,2.01097E+15,2.81028E+15,5.68204E+15,3.30024E+16,2.91148E+16,1.74706E+15,7.51018E+15,3.31616E+16,0
4.81414E+15,2.05214E+16,1.76504E+16,812108014749549,3.50488E+15,4.14031E+15,1.09994E+16,474026658716864,5.19085E+15,0
5.77967E+15,199586080284079,2.41604E+16,9.45813E+15,,4.28553E+15,1.60225E+16,6.48727E+15,4.65638E+15,0
693781878337901,1.77578E+16,1.26262E+16,7.38088E+15,,4.39625E+16,934825215511188,8.31632E+15,3.72409E+16,0
7.43678E+16,2.08094E+16,2.85446E+15,6.50005E+15,3.39024E+15,5.22794E+15,1.71153E+16,653112772256807,3.72766E+16,0
4.72331E+15,252274895005436,2.28332E+16,5.92245E+15,3.7856E+16,4.11295E+15,1.65846E+15,6.67284E+15,3.91759E+15,0
9.38066E+15,2.65061E+16,1.51568E+15,4.27154E+15,3.33334E+15,5.03171E+15,1.12864E+16,9.9016E+15,4.03435E+15,0
7.81014E+16,1.87315E+15,2.04189E+15,7.2149E+15,3.25229E+16,3.51186E+16,1.68004E+16,6.84855E+15,4.03377E+15,0
9.43664E+15,1.43788E+15,2.07249E+16,7.7001E+15,,4.69761E+15,1.42158E+16,6.6078E+15,4.41112E+15,0
9.40633E+15,2.16762E+16,2.79486E+15,6.15611E+15,3.55473E+16,3.47983E+15,1.63407E+16,3.21083E+16,3.09728E+15,0
632125931522299,2.07258E+16,8.53214E+15,5.98788E+15,2.86489E+15,4.91765E+15,1.05469E+16,7.45028E+15,4.50146E+16,0
,2.1737E+16,1.79843E+16,859416288489055,,4.09221E+15,1.02138E+16,1.84E+16,3.60515E+15,0
47053564957747,1.03174E+16,1.95558E+15,6.7673E+16,,3.70178E+15,9.18283E+15,9.39005E+15,3.43745E+15,0
8.89642E+15,2.22256E+16,8.8709E+15,6.01134E+15,3.32003E+15,4.25227E+15,1.08477E+15,,3.70095E+16,0
6.58188E+15,2.72983E+15,3.71694E+15,811473101538499,4.16083E+15,3.51477E+16,151293344878207,792610264962444,4.20166E+15,0
6.75515E+15,2.3126E+16,1.85367E+15,8.75713E+15,3.42548E+15,3.85115E+16,1.38888E+15,793024357267662,5.16273E+15,0
9.44513E+15,1.45805E+16,1.31685E+16,944447108562294,310583373858597,5.92659E+15,8.6064E+15,7.75775E+15,3.87517E+16,1
9.02485E+15,1.28097E+15,1.98597E+15,8.01642E+15,3.0015E+16,4.51143E+15,1.47709E+16,7.3778E+15,3.98525E+16,1
,1.69975E+15,2.34036E+15,8.51973E+15,,4.75574E+15,1.29241E+16,5.08619E+15,2.74731E+16,1
6.80012E+15,2.42008E+15,3.91434E+15,950169458771527,1.87171E+15,3.76457E+16,1.14325E+15,737772750262626,3.85494E+15,1
7.17414E+15,2.03409E+16,2.04011E+16,7.68181E+15,2.87086E+15,3.1555E+15,1.45335E+16,7.44056E+15,3.9399E+15,1
7.65799E+15,2.36961E+16,1.42458E+15,628906485943393,3.73165E+15,4.16624E+16,1.04642E+16,8.58528E+15,2.4373E+15,1
8.32299E+15,2.07252E+16,2.80496E+16,8.82706E+15,2.97813E+16,358725868777638,1.87093E+15,6.09114E+15,4.05214E+15,1
5.93428E+15,2.23858E+15,2.32497E+16,4.60285E+15,,2.77385E+16,1.13669E+16,6.66239E+15,5.2179E+15,1
980272078232571,987716435320576,2.73575E+16,9.21815E+15,3.23199E+15,5.12429E+15,1.41689E+16,5.94544E+15,2.76463E+15,1
6.10196E+15,2.15268E+16,1.59769E+16,8.85716E+15,3.08483E+16,4.17844E+16,1.31473E+16,6.25056E+15,3.5356E+16,1
4.99777E+15,2.80082E+16,2.68492E+16,6.13076E+15,3.74233E+16,297611540021754,1.55716E+16,705602746097244,3.40463E+16,1
4.81577E+15,2.17687E+15,1.63921E+16,7.46117E+15,2.78742E+15,4.81481E+15,1.55173E+16,7.76934E+15,437522381127182,1
6.54802E+16,2.78585E+15,2.55084E+16,6.74938E+15,3.66872E+16,4.97322E+16,1.65632E+16,7.93237E+15,3.61186E+16,1
1.31754E+16,47432,1.92379E+16,8.90702E+15,3.75147E+15,5.00246E+15,1.20839E+16,,4.10692E+16,1
6.61801E+15,2.33662E+16,1.95989E+15,470104934575262,4.32556E+15,401669790618845,1.17661E+16,7.31919E+15,4.4377E+15,1
7.78805E+15,2.12691E+16,2.98791E+15,6.99896E+15,3.60668E+15,3.59569E+15,1.48287E+16,8.38563E+15,3.36876E+16,1
5.19183E+16,2.11094E+16,1.48661E+16,723869130092435,3.23109E+16,3.88717E+15,1.778E+16,8.35054E+15,3.8598E+15,1
5.62634E+15,2.30858E+16,1.44424E+15,5.21037E+15,,346553206388495,1.13687E+16,4.31952E+15,194331877663582,1
6.86964E+15,2.51293E+15,2.17288E+16,8.80317E+15,2.79777E+16,539466876868315,1.29941E+16,5.64097E+15,472670245351097,1
9.05863E+15,1.55358E+16,1.57375E+15,7.25198E+15,3.43234E+15,4.63389E+15,1.78545E+15,8.31752E+15,3.65213E+15,1
729188832527326,1.27544E+16,2.7784E+15,9.75448E+15,2.47335E+16,4.39649E+15,1.7285E+15,5.95563E+15,5.32871E+15,1
7.27591E+15,1.7522E+16,2.26448E+16,7.88685E+15,2.9331E+15,3.73346E+15,1.74117E+15,5.67993E+15,5.0623E+15,1
6.51274E+15,2.29264E+16,2.2475E+16,1.258E+16,1.92034E+16,4.79501E+15,9.98346E+15,6.66686E+15,4.61296E+15,1
7.20789E+15,1.7587E+16,3.58043E+15,8.06606E+15,320102172631951,4.68563E+16,1.61641E+16,711466606777528,3.76274E+15,1
,1.56521E+16,1.61462E+16,6.6296E+15,3.52353E+16,6.29281E+15,1.35077E+15,4.23402E+15,3.77292E+15,1
5.32494E+15,2.8009E+16,3.53447E+16,1.30438E+16,1.80207E+16,3.92421E+16,1.05048E+15,5.50847E+16,4.42714E+15,1
7.0823E+15,1.69469E+15,2.98467E+16,5.44339E+15,3.50402E+16,353030380268577,1.89595E+16,3.03891E+16,3.48558E+15,1
5.33418E+15,2.24788E+16,2.88975E+16,6.04852E+15,,3.60179E+15,1.22473E+15,6.71548E+15,5.09136E+15,1
1.07619E+16,817108952702466,2.6E+16,8.47739E+15,3.18427E+16,3.92704E+16,1.27164E+16,5.2247E+15,4.6618E+15,1
6.28681E+15,2.583E+16,1.37774E+15,7.48326E+15,3.28681E+16,5.63435E+15,1.64608E+16,7.35167E+15,4.10486E+16,1
979455869937693,1.29871E+16,2.06827E+15,9.39084E+15,291980083478375,427123948431111,1.18532E+16,787114694303526,2.94542E+16,1
8.21044E+15,1.67102E+16,1.39331E+16,1.04228E+16,2.43486E+16,3.91069E+16,1.37471E+16,6.10582E+15,4.97606E+15,1
69417194379777,1.73334E+16,2.01118E+15,6.69719E+15,,3.74485E+16,1.99375E+15,,4.56318E+15,1
1.03561E+16,1.36324E+15,4.86216E+15,9.1587E+15,3.27923E+16,3.6572E+15,1.79756E+15,7.73599E+15,4.20185E+15,1
7.95898E+16,1.71484E+16,2.36258E+16,9.53774E+15,2.5998E+15,3.27624E+16,1.61171E+16,1.07754E+16,4.69801E+15,1
3.88263E+15,2.43808E+16,7.75181E+15,5.30351E+15,,3.41291E+15,1.29906E+16,6.011E+15,3.734E+15,1
5.67177E+15,2.16043E+15,1.59492E+16,7.50057E+15,,3.72535E+15,1.78957E+16,7.74579E+15,3.83316E+16,1
1.00033E+16,1.43094E+16,4.6114E+16,1.29122E+16,,574555041307426,169633097764721,3.67677E+15,4.74638E+16,1
6.55285E+15,1.98807E+15,3.40064E+15,8.69121E+15,2.74904E+16,4.77164E+15,1.43696E+16,7.81731E+15,4.68799E+15,1
7.62855E+15,1.56794E+16,2.6244E+16,8.33761E+15,2.55043E+16,4.95967E+15,1.3634E+16,6.56048E+15,4.18206E+15,1
4.79084E+15,268720881226567,178623690025893,4.55457E+16,3.77241E+15,6.08847E+15,1.08063E+16,8.37022E+15,3.25886E+16,1
7.71096E+15,1.81938E+16,6.55263E+15,5.38925E+15,3.90596E+16,5.16284E+15,1.70108E+15,5.82417E+15,4.28895E+15,1
8.2913E+15,2.11217E+16,2.00081E+16,876787503481929,2.75767E+15,4.75909E+15,1.26147E+16,6.6613E+15,3.4247E+16,1
6.19317E+15,2.25683E+16,1.28837E+16,473936011678666,,3.89406E+15,1.45601E+16,7.64578E+15,3.46665E+16,1
9.03266E+15,1.21441E+16,1.56182E+16,6.15749E+15,3.72927E+16,3.90657E+15,1.50303E+16,6.31256E+15,4.92722E+15,1
6.13949E+15,2.36674E+16,8.08147E+15,6.25081E+16,,4.16239E+15,1.2777E+16,1.06037E+16,3.26091E+15,1
7.12942E+15,1.78372E+16,2.58406E+16,7.48782E+15,3.12983E+16,3.23299E+15,1.64062E+15,6.91576E+15,3.41861E+15,1
,1.91285E+16,2.19483E+16,5.62679E+15,3.55489E+15,5.09407E+15,1.66915E+16,8.41077E+15,4.10959E+15,1
5.4185E+15,1.87777E+15,3.59027E+16,4.35709E+15,,4.5452E+16,6.37407E+15,1.03373E+16,4.50654E+15,1
8.07549E+15,1.95805E+15,2.94836E+16,1.04938E+16,298737219288431,3.21748E+16,9.75109E+15,7.27344E+15,3.68292E+15,1
,2.25288E+16,2.25117E+16,7.05758E+15,3.77129E+15,2.91354E+16,1.159E+16,7.25085E+15,408170139800861,1
1.00497E+15,1.32833E+16,1.1557E+16,8.55057E+15,3.23508E+15,4.42768E+16,1.33761E+16,9.21762E+15,5.13348E+15,1
5.66765E+15,2.29928E+15,1.69539E+15,877430610207418,2.93574E+15,5.54121E+15,1.42546E+16,544367023778621,3.63321E+15,1
,1.81689E+15,2.77762E+16,7.58987E+15,2.98227E+15,4.17631E+16,8.63009E+15,7.29233E+15,3.80792E+16,1
892398060773871,1.35938E+16,2.79198E+16,1.23633E+15,,4.15629E+15,1.19499E+15,6.93149E+15,4.15558E+15,1
6.42887E+15,2.25613E+16,1.55965E+16,6.15347E+15,,4.66044E+15,1.80154E+16,8.71636E+15,4.18478E+15,1
6.9606E+15,2.01715E+15,1.13487E+16,4.29789E+15,,4.68591E+15,104905886425434,8.96862E+15,4.97882E+15,1
5.87368E+15,2.0333E+16,1.92167E+16,9.21278E+15,,4.20291E+16,1.11193E+16,6.52296E+15,5.41209E+15,1
6.79547E+15,1.87783E+16,1.53008E+16,7.4866E+15,3.16957E+15,4.98666E+16,1.96004E+15,5.54011E+16,5.16309E+15,1
1.0041E+16,1.13831E+16,1.62664E+16,7.93907E+15,3.63867E+16,5.57486E+15,1.31953E+16,7.52332E+15,3.80756E+16,1
,2.73256E+15,4.45064E+16,84126881311681,2.33793E+16,4.85647E+15,1.4705E+16,5.21642E+16,412478067750866,1
7.29604E+15,2.35735E+16,3.60437E+15,5.19621E+15,3.77191E+16,3.85614E+16,1.70527E+16,8.96236E+15,4.16853E+15,1
,1.61826E+16,2.92991E+16,7.0288E+15,3.50431E+16,3.75781E+16,1.97626E+16,8.66985E+15,3.49758E+16,1
5.86264E+15,1.85065E+16,4.40693E+15,4.38272E+15,4.1269E+15,3.3157E+16,1.53061E+16,5.96058E+15,5.50742E+15,1
729214180515922,1.7448E+16,3.39917E+15,9.51179E+15,2.59165E+16,4.35108E+15,1.62936E+16,8.16901E+15,4.46691E+15,1
8.06281E+15,2.00493E+16,1.15679E+16,9.88995E+15,,5.10414E+16,1.06509E+16,4.09928E+15,4.47184E+15,1
7.82197E+15,1.57182E+16,2.33182E+15,908403988031659,3.24852E+16,2.94637E+15,1.71868E+15,7.25684E+15,3.53296E+15,1
1.13018E+16,7.74596E+15,3.92276E+15,8.51799E+15,3.37501E+16,4.10856E+15,1.43269E+16,5.31213E+16,3.30958E+15,1
6.59376E+15,2.33514E+16,2.55896E+16,9.7857E+15,,4.89703E+16,1.43896E+16,4.6464E+15,2.34658E+15,1
9.16109E+15,119841904634348,2.66181E+16,6.10557E+15,3.43289E+15,3.79725E+15,1.08999E+16,5.45807E+15,4.88806E+15,1
,1.44815E+16,1.4507E+16,5.81909E+15,3.53607E+15,2.90889E+15,8.94207E+15,6.75873E+15,5.92258E+15,1
4.64295E+15,3.07706E+16,1.61159E+16,7.70734E+15,,4.39944E+15,1.84408E+15,6.01458E+15,3.98287E+15,1
7.79845E+16,1.88395E+16,3.27046E+16,1.10789E+16,2.58191E+15,5.07179E+15,1.82724E+16,8.51777E+15,4.10727E+15,1
5.56434E+15,2.56209E+16,1.12457E+16,7.21225E+15,3.29338E+16,3.69556E+15,1.56401E+16,5.11503E+15,2.28599E+16,1
788659122732868,2.13053E+16,3.8852E+16,1.11708E+16,2.81701E+16,3.26115E+15,1.03852E+16,6.46625E+15,4.58998E+15,1
7.44319E+15,1.93125E+16,1.3552E+16,4.31326E+15,,4.30487E+15,1.93963E+16,7.20756E+15,2.66483E+16,1
3.65712E+15,2.75767E+16,2.37368E+16,9.10077E+15,,4.26231E+16,1.7986E+16,5.56949E+15,3.31463E+16,1
9.59719E+15,1.67089E+15,2.11533E+16,79444693087435,3.46075E+15,3.35198E+16,1.43477E+16,5.06424E+16,5.14515E+15,1
6.96423E+16,2.12764E+16,2.99572E+16,7.67519E+15,3.21251E+16,3.78086E+15,1.31277E+16,7.2089E+15,3.99044E+16,1
7.67291E+15,1.52878E+16,2.29894E+16,6.23191E+15,343439017311167,4.01141E+16,1.42527E+16,6.42913E+15,4.26823E+15,1
6.737E+16,2.201E+16,2.46947E+16,837365987599885,,3.84309E+16,6.74809E+16,8.17588E+15,4.06317E+15,1
,1.63224E+16,1.85703E+16,8.10935E+15,2.9619E+15,4.63742E+16,1.69001E+15,6.13498E+16,4.13575E+16,1
5.38249E+15,2.40018E+16,1.81894E+16,5.55199E+15,3.977E+15,5.51476E+15,1.28187E+16,797799110766843,4.17333E+15,1
7.02295E+15,2.64526E+16,1.59784E+16,1.09562E+15,2.62065E+16,4.12709E+16,5.31529E+15,7.60245E+15,4.97191E+15,1
,2.50705E+16,2.73559E+16,6.48204E+15,3.77358E+15,5.59818E+15,1.3654E+16,7.79177E+15,2.96914E+16,1
1.00262E+16,940913074831264,2.55101E+15,661411403077891,3.85403E+15,3.88467E+16,1.18872E+16,6.9274E+15,3.73623E+15,1
5.58383E+15,2.61234E+16,352786817427457,6.59462E+15,,2.78639E+16,1.35654E+16,8.32749E+15,3.87016E+15,1
7.95293E+15,2.2137E+15,1.86214E+16,6.87942E+16,,3.09255E+15,1.9057E+16,7.26894E+15,5.26001E+15,1
5.50019E+15,2.54673E+16,2.10829E+15,8.36935E+15,3.47817E+16,4.69795E+15,1.34964E+16,6.00459E+16,4.17848E+15,1
754370046605691,1.61623E+15,1.9116E+15,8.49341E+15,2.8996E+15,4.40283E+16,1.33368E+16,8.02432E+15,3.63054E+16,1
6.84833E+15,1.59188E+16,1.28375E+16,5.16445E+15,3.73992E+16,5.58816E+15,1.22541E+16,6.97722E+15,4.3966E+15,1
,1.81211E+15,3.02808E+16,1.03825E+16,2.5663E+15,4.87997E+15,1.13463E+16,6.88439E+15,3.77955E+16,1
5.91025E+16,2.82739E+16,1.52448E+16,6.63655E+15,3.63385E+16,6.9537E+15,1.31384E+16,8.9801E+15,3.66092E+15,1
8.71682E+15,1.5398E+15,1.17344E+16,7.12361E+15,,4.47028E+15,1.2736E+16,3.99275E+15,3.20513E+16,1
6.01689E+15,2.21147E+15,1.66561E+16,5.20169E+16,,3.83208E+16,2.25179E+16,816262321540199,4.42227E+15,1
9.56782E+15,1.73111E+16,3.87875E+15,5.15E+15,4.44971E+16,4.92412E+15,1.29042E+16,484814771779191,4.19792E+15,1
4.29625E+15,2.78148E+15,1.96725E+15,4.95522E+15,4.14637E+15,3.30067E+16,1.12932E+16,7.06655E+15,416332898150423,1
3.55158E+15,323124,3.89694E+15,8.92552E+15,,5.14763E+15,1.01603E+16,7.11E+15,3.96599E+15,1
852966934763357,1.577E+15,1.82037E+16,8.92683E+15,3.09542E+16,4.98651E+15,1.22878E+16,5.20287E+15,3.77604E+16,1
8.06534E+15,1.74121E+15,2.13663E+16,7.49094E+15,3.1518E+16,4.97019E+15,1.1417E+16,4.62132E+15,375639170748219,1
9.15845E+15,1.86673E+16,1.5797E+16,8.15108E+15,3.33812E+15,4.25752E+16,1.21826E+16,1.12623E+15,4.52524E+15,1
8.84859E+15,1.8892E+15,3.20333E+16,1.3127E+16,1.82397E+16,4.79792E+16,1.20704E+15,7.76713E+15,4.01468E+15,1
9.49546E+15,1.85879E+16,1.80884E+16,752737530907068,3.88769E+16,4.09451E+16,1.23977E+16,6.33591E+16,4.16854E+15,1
8.05289E+15,1.98994E+16,902507935959796,7.21779E+15,3.38397E+15,3.28433E+16,9.14252E+15,4.27532E+15,3.63484E+16,1
2.79855E+15,3.11384E+16,2.69312E+16,7.1169E+15,,521140523649194,1.42352E+16,4.20804E+16,3.66325E+16,1
6.42587E+15,1.8898E+16,1.19654E+16,7.57112E+15,3.65454E+15,5.02991E+15,1.38665E+16,9.68181E+15,3.73194E+16,1
7.75727E+15,2.13048E+16,2.52598E+16,7.63515E+15,3.63685E+16,5.43529E+15,1.5254E+16,1.0719E+16,4.16543E+15,1
7.74865E+15,2.39788E+16,2.93312E+16,1.07131E+16,2.17001E+15,4.4153E+15,1.63894E+16,,251181049287789,1
5.11739E+15,2.25657E+15,3.09141E+16,6.20773E+15,3.71649E+15,3.56862E+16,8.07342E+15,773881380783752,3.93719E+16,1
7.48154E+15,218261169772179,1.20884E+15,4.87066E+16,4.07297E+15,5.18376E+15,1.7121E+16,5.6711E+15,4.26207E+15,1
5.37422E+15,2.01331E+16,1.94102E+16,3.23958E+16,3.84563E+15,3.50178E+16,1.34511E+16,,3.64278E+16,1
7.06365E+15,1.40613E+16,1.79418E+16,6.2753E+15,3.76046E+15,402593602031447,1.24397E+16,2.94684E+16,3.39587E+16,1
687645104288265,1.90845E+16,2.1979E+16,5.63056E+15,3.63832E+16,3.49186E+15,9.55173E+15,6.84109E+15,454534092739007,1
4.81243E+15,2.50184E+16,1.14656E+16,4.36264E+16,3.98162E+15,6.07027E+15,182100315015482,6.25115E+15,3.021E+16,1
499353073414005,2.42621E+15,1.39008E+16,6.46774E+15,,429827818905013,1.72747E+16,6.12458E+16,3.15381E+15,1
478886106249815,2.34894E+16,2.81746E+16,1.085E+16,1.87424E+16,4.44854E+15,1.17848E+16,8.9011E+15,2.89685E+16,1
4.03729E+15,2.91462E+15,5.23189E+15,7.77946E+16,,4.01204E+15,1.65429E+16,8.78148E+15,3.04505E+15,1
6.50587E+15,2.40288E+16,2.95347E+16,6.77528E+15,3.41728E+16,2.65251E+15,1.35702E+15,9.31665E+15,4.49753E+15,1
677977396685122,1.53886E+16,2.44151E+15,7.32267E+15,,4.59877E+16,1.47823E+15,9.39147E+15,2.7291E+16,1
6.95251E+15,2.11697E+16,3.37373E+15,63008707021111,,3.95407E+16,1.41824E+16,3.98029E+16,4.1055E+16,1
5.62841E+15,2.2683E+15,2.83345E+15,8.0125E+15,2.93924E+15,3.51161E+15,150192406194937,3.51787E+16,5.05068E+15,1
5.966E+15,1.94796E+15,1.73501E+15,4.46658E+15,4.0461E+16,4.06806E+15,1.154E+16,4.81734E+15,4.17714E+15,1
6.31943E+16,1.80966E+16,3.62787E+15,9.96055E+15,2.75592E+15,3.07691E+16,1.81969E+16,9.35942E+15,2.65313E+16,1
8.02725E+15,1.93352E+15,7.71475E+15,6.08724E+15,,4.40939E+15,2.25047E+16,6.2007E+15,3.48064E+15,1
8.88268E+15,1.35523E+16,4.85725E+15,5.20978E+15,,5.32337E+15,2.02963E+15,2.03378E+16,3.82792E+16,1
5.99128E+15,2.24609E+15,2.99831E+16,7.38382E+16,3.29732E+16,6.04631E+15,1.77412E+15,6.5117E+15,4.84056E+15,1
1.02724E+16,1.63625E+16,1.88949E+16,1.00682E+16,2.69647E+15,4.46451E+16,1.18569E+16,8.24455E+15,3.17988E+15,1
,1.31548E+16,2.16265E+16,7.20785E+15,,3.90955E+15,1.4845E+15,2.65055E+16,472812398548281,1
6.10514E+16,2.49141E+15,4.52494E+15,7.36936E+15,3.38771E+15,3.14965E+16,1.12518E+16,8.86575E+15,3.10309E+16,1
9.44336E+15,734922336890611,204382246900842,8.02495E+15,3.15806E+16,4.58677E+16,1.25387E+15,5.08525E+15,3.48665E+16,1
6.88741E+15,2.23603E+16,2.91891E+15,1.05145E+16,2.53831E+16,3.86623E+16,1.13123E+15,679161827033808,4.56419E+15,1
6.5129E+15,1.69217E+16,2.51514E+15,4.61331E+15,3.75612E+15,2.96074E+16,1.50887E+16,7.40759E+15,4.40404E+15,1
5.77272E+15,2.13364E+16,2.61249E+16,863071896535268,2.73279E+15,4.65559E+15,8.00621E+15,5.99643E+16,6.49425E+15,1
4.91256E+15,3.08254E+15,4.40631E+16,7.92798E+16,2.80934E+15,3.27476E+15,1.4858E+16,,4.89737E+15,1
973956194896991,1.66949E+16,1.36232E+16,723592175948416,3.85059E+16,3.69591E+16,1.23226E+15,6.85059E+15,2.56808E+15,1
5.54198E+16,1.85672E+16,2.01431E+15,1.02362E+16,2.09471E+16,5.17936E+15,1.8464E+15,4.93713E+15,3.67298E+16,1
,1.93503E+16,4.22683E+15,9.00594E+15,258392682912011,3.84685E+16,908527855506486,7.54396E+15,3.60174E+16,1
,1.433E+16,1.62632E+16,6.22974E+16,,5.03664E+16,195854965798938,,3.45174E+16,1
6.44893E+15,2.40245E+16,1.39792E+16,9.07798E+15,314590477169241,4.73751E+16,1.74169E+16,840247863975403,3.6222E+16,1
5.47791E+15,2.11399E+16,2.73617E+16,5.81046E+15,3.40624E+16,3.58044E+15,1.66294E+16,,3.77426E+15,1
8.54471E+15,1.81413E+16,3.14294E+15,7.55503E+15,3.50397E+16,3.9389E+15,1.02472E+16,8.27219E+15,2.31815E+16,1
737859701625866,1.75982E+16,946032263533989,5.94101E+15,,4.0202E+16,1.56395E+16,3.73895E+16,3.21522E+15,1
6.664E+15,1.99589E+16,1.59029E+16,5.25779E+15,3.46585E+16,3.47353E+15,1.59894E+15,6.11566E+16,2.22773E+15,1
6.77558E+15,2.18415E+15,1.79689E+16,8.25411E+15,,35871767685985,1.05202E+16,5.72441E+15,4.33364E+15,1
8.73637E+15,1.94678E+16,2.42837E+16,885554447353044,3.29004E+15,3.33624E+15,1.65162E+16,672504726726098,3.80212E+15,1
7.14698E+15,1.96563E+16,1.69112E+15,6.89051E+15,3.20101E+16,5.20111E+15,1.28542E+16,6.68142E+15,4.02576E+15,1
,2.42909E+16,9.65473E+15,6.25398E+16,3.59666E+15,5.88567E+15,1.5197E+16,6.28229E+16,5.65222E+16,1
5.04033E+15,2.32234E+16,2.56537E+16,5.92931E+15,328329579682243,5.29053E+15,1.35394E+16,3.83467E+15,3.60333E+16,1
,2.81582E+16,2.17075E+16,5.03726E+15,3.4824E+16,3.47957E+16,1.53701E+16,8.59204E+15,4.00382E+15,1
